str_no_string|NO STRING!{***}
str_rebellion_refuse_cunning|I am sorry. You do not give me reason for confidence that you will win. Many will die, but I do not wish to be among them. I will continue to back {s46}.{***}
str_rebellion_refuse_sadistic|No. I won't play your little game. You want power, but all you'll get is a quick trip to the scaffold, and I'll be there by {s46}'s side to watch the headsman's axe drop.{***}
str_rebellion_refuse_goodnatured|I am sorry. I don't feel right turning my back on {s46}. No hard feelings when me meet on the battlefield.{***}
str_rebellion_refuse_upstanding|I am sorry. {s45}'s claim is not strong enough for me to inflict the curse of civil disorder on the poor wretches of this land. I will continue to back {s46}. May the Lord forgives me if I do wrong.{***}
str_talk_later_martial|It is not the time to talk politics now. I am here today with my fellow nobles, preparing for battle. You'd better get ready to fight, yourself.{***}
str_talk_later_quarrelsome|Do you expect me to discuss betraying my liege with you, while we are surrounded by his army? What do you take me for, a bloody idiot?{***}
str_talk_later_pitiless|Still your tongue! Whatever I have to say on this matter, I will not say it here and now, while we are in the midst of our army.{***}
str_talk_later_cunning|This is hardly the time nor place for such a discussion. Perhaps we can discuss it at a later time and a different place, but for now we're still foes.{***}
str_talk_later_sadistic|You should have your mouth sewn shut! Can you imagine what would happen if the other nobles see me talking to you of treason?{***}
str_talk_later_goodnatured|So you wish to discuss your rebellion with me? Try that again when we aren't surrounded by my liege's army, and I will hear what you have to say.{***}
str_talk_later_upstanding|Whatever my thoughts on the legitimacy of my liege, I am not about to discuss them here and now. If we meet again when we can talk in privacy, I will hear what you have to say on the matter. But for now, consider me your enemy.{***}
str_gossip_about_character_default|There aren't many recent rumors about {s6}'s personal life.{***}
str_gossip_about_character_martial|They say that {s6} loves nothing more than war.{***}
str_gossip_about_character_quarrelsome|They say that {s6} almost came to blows with another noble lately, because the man made a joke about {reg4?her:his} nose.{***}
str_gossip_about_character_selfrighteous|I heard that {s6} had a squire executed because the unfortunate man spilled {reg4?her:his} wine.{***}
str_gossip_about_character_cunning|They say that {s6} is a cunning opponent.{***}
str_gossip_about_character_sadistic|They say that {s6} likes to torture {reg4?her:his} enemies. I wouldn't want to get on the bad side of that {reg4?woman:man}.{***}
str_gossip_about_character_goodnatured|They say that {s6} is a good {reg4?woman:man} and treats people living under {reg4?her:his} rule decently. That is more than what can be said for most of the nobles.{***}
str_gossip_about_character_upstanding|People say that it is good to be in the service of {s6}. {reg4?She:He} is good to {reg4?her:his} followers, and rewards them if they work well.{***}
str_latest_rumor|The latest rumor you heard about {s6} was:{***}
str_changed_my_mind_martial|However, your stirring words make me reconsider my position.{***}
str_changed_my_mind_quarrelsome|But I think you've talked me into it anyway, you bastard. I'm still listening.{***}
str_changed_my_mind_pitiless|But when you plea like that, I will deign to reconsider.{***}
str_changed_my_mind_cunning|But you know, you're a well-spoken bastard. That impresses me. I'm still listening.{***}
str_changed_my_mind_sadistic|But as your silver tongue sings so pretty a song on your behalf, I will not dismiss the idea just yet.{***}
str_changed_my_mind_goodnatured|But you make a good case, so I'll try to keep an open mind.{***}
str_changed_my_mind_upstanding|However, you make an eloquent case. I am still listening.{***}
str_swadian_rebellion_pretender_intro|My name is Henry Scott, earl of the Kingdom of Scotland.{***}
str_vaegir_rebellion_pretender_intro|I am Matthias de Galvez, Admiral of Spain and the new Viceroy.{***}
str_khergit_rebellion_pretender_intro|General Moncalm, senator of the independent Republic of America, at your service!{***}
str_nord_rebellion_pretender_intro|Van Dimmen. My name needs no introduction, for my plantations are larger than the territory of Flanders and the United Provinces combined!{***}
str_rhodok_rebellion_pretender_intro|My name will tell you nothing. I am commonly referred to as Master Ormuz.{***}
str_sarranid_rebellion_pretender_intro|NOT USED{***}
str_swadian_rebellion_pretender_story_1|I was among those who have risen against the usurper Cromwell after the legitimate king was executed. After the uprising of the scottish nobility was supressed, I went to the New World to gather supporters and secede the american colonies from England.{***}
str_vaegir_rebellion_pretender_story_1|Look closely at this scroll. That's the signature and the seal of the king himself! This royal ordnance dismisses the current Viceroy of New Spain and appoints me at his place.{***}
str_khergit_rebellion_pretender_story_1|From the shores of Great Lakes I come to tell the citizens about the great victory! Former french colonists suffer the royal yoke no longer. We have declared our independence!{***}
str_nord_rebellion_pretender_story_1|This damned West India Company is a parasite bleeding the local plantation owners dry. Their taxes on our wares reach 80 per cent! And so I established a trading company of my own, where all captains and free merchants are welcome!{***}
str_rhodok_rebellion_pretender_story_1|I am Grandmaster of the Knights Templar! Yes, you've heard me right, that's just what I said. The secret brotherhood of the Templars still exists these days.{***}
str_sarranid_rebellion_pretender_story_1|NOT USED{***}
str_swadian_rebellion_pretender_story_2|My claim to power is reliable and simple - I brought the crown of the Kingdom of Scotland along, hiding it securely on one of the isles. The council of peers can place it upon my brow rightfully. Then, as a sovereign king in my own right, I can subjugate the British colonies in the Caribbean, and return triumphant to London.{***}
str_vaegir_rebellion_pretender_story_2|I arrived at the head of a fleet to claim my office. But the current Viceroy, a lawless and thieving wretch, claimed the ordnance is faked and ordered me chained! Fortunately, I escaped, and now I gather forces to restore the law.{***}
str_khergit_rebellion_pretender_story_2|I was sent by the parliament of the French Republic of America as an official representative to lead the uprising in these lands. Having overthrown the tyrant's Governor General, the french colonists of the Caribbean may elect their president and join our Republic as a rightful member.{***}
str_nord_rebellion_pretender_story_2|All papers are in good order. The charter registered at Cayman Islands, the memorandum of association already listing me as the first associate, the shares. That's enough to challenge the bloody monster that steals bread from the mouth of our children!{***}
str_rhodok_rebellion_pretender_story_2|Our Chapterhouse was transfered to America three hundred years ago. We settled in here long before Columbus has 'discovered' America. It is now time to come out in the open. In the name of Our Lord Sa... eh... Jesus Christ, I, Master Ormuz, proclaim myself Grandmaster of the Brethren of the Coast, and initiate all the brave buccaneers as knights of the Order.{***}
str_sarranid_rebellion_pretender_story_2|NOT USED{***}
str_swadian_rebellion_pretender_story_3|All that remains to be done is to send a call to my supporters and to find a man brave and renowned enough to lead my army to battle.{***}
str_vaegir_rebellion_pretender_story_3|The will of the king of Spain is sacred to the nobles and governors of the land, yet I am an outlaw forced to stay in hiding. If only someone would tell the spanish subjects about the treachery and lead the troops, I'd restore my rights in no time, and reward generously all those who remained loyal.{***}
str_khergit_rebellion_pretender_story_3|Here is my mandate of Secretary of the Provisional Revolutionary Council. As such, I am entitled to promote officers and generals of the revolutionary army. Glory, and undying gratitude of future generations, and ample rewards as well await those who join the uprising. Viva la democratie!{***}
str_nord_rebellion_pretender_story_3|Naturally, the West India Company tolerates no competition. Our ships will be attacked and sunk. That's why I need a brave captain to lead our military efforts against these sharks.{***}
str_rhodok_rebellion_pretender_story_3|Under the reign of my Chapterhouse, the Brotherhood of the Coast will emerge as a power to be reckoned with, able to subjugate all the colonies and make the whole of America a powerful Order state.{***}
str_sarranid_rebellion_pretender_story_3|NOT USED{***}
str_swadian_rebellion_monarch_response_1|This loudmouth Henry Scott wanders about the Caribbean telling a funny tale about 'Scottish crown'. He is no earl, just a bastard son of some scottish peer and a laundry maid. The power of Lord Protector Cromwell is strong as never before, and I am his rightful representative in these lands. I suggest you to arrest the impostor and deliver it into my hands.{***}
