dlga_lady_elope_agree:lady_conclude_relationship|Oh, really? My dear -- I could never separate a {reg65?lady:young lad} from {reg65?her:his} family like that...{***}
dlga_lady_betrothed:lady_pretalk|Perhaps I may still be able to change your {s11}'s mind.{***}
dlga_lady_betrothed:lady_conclude_relationship|So be it -- let us then part.{***}
dlga_lady_proposal_refused_persuade_result:close_window.1|Oh {playername}, I could never allow that to happen! Go ask my {s11} {s4} {reg4?her:his} permission for us to be wed!{***}
dlga_lady_proposal_refused_persuade_player_response:lady_pretalk|Oh, nevermind.{***}
dlga_lady_proposal_refused:close_window|Very well -- I shall continue to strive to be worthy of your esteem!{***}
dlga_lady_proposal_refused:lady_player_threatens_compel|I am tired of these games! I will speak to your family about arranging a wedding immediately..{***}
dlga_lady_marriage_discussion:lady_proposal_refused.1|It is good to hear that your intentions are honorable. However, I have resolved only to marry a man of the strongest moral fiber. I would like you to prove yourself more in that regard.{***}
dlga_lady_marriage_discussion:lady_proposal_refused.2|Sir -- it is comforting to hear that your intentions towards me are honorable. But perhaps we should take the time to get to allow our affections for each other to grow a little stronger, before making any such decision.{***}
dlga_lady_marriage_discussion:lady_betrothed|Oh {playername}, how happy that would make me! But my {s11} {s4} would never allow it... Perhaps it is best that we part...{***}
dlga_lady_marriage_discussion:close_window|Oh {playername}, how happy that would make me! Go ask my {s11} {s4} for permission!{***}
dlga_lady_talk:lady_ask_for_quest|Is there anything I can do to win your favour?{***}
dlga_lady_ask_for_quest:lady_pretalk|I don't have anything else for you to do right now.{***}
dlga_lady_ask_for_quest:lady_mission_told|Oh, I fear I may never see my {s17}, {s13}, again... {reg0?She:He} is held captive in the prison of {s14}.We have tried to ransom {reg0?her:him}, but the price has been set too high.We cannot raise that much money without selling everything we own,and God knows {s13} would rather spend {reg0?her:his} life in prison than make us destitute.But I have a plan to get {reg0?her:him} out of there. However, it requires someone to make a great sacrifice,and so far my pleas have fallen on deaf ears...{***}
dlga_lady_mission_told:lady_mission_accepted|As you wish it, {s65}, it shall be done.{***}
dlga_lady_mission_accepted:close_window|You are a true {gentleman/lady}, {playername}.Thank you so much for helping me{***}
dlga_lady_mission_told:lady_mission_rejected|{s66}, I fear I cannot help you right now.{***}
dlga_lady_mission_rejected:close_window|You'll not help a {reg65?woman:young lad} in need? Shame on you, {playername}...Please leave me, I have some important embroidery to catch up.{***}
dlga_lady_ask_for_quest:lady_mission_told.1|My poor {s11}, {s13}, is a captive in the {s14} prison.The only way we can talk to each other is by letters, but the road is so dangerous that we get little chance to do so.Please, would you deliver one for me?{***}
dlga_lady_ask_for_quest:lady_quest_duel_for_lady|Dear {playername}, you are kind to ask, but you know little of my troublesand I can't possibly ask you to throw yourself into danger on my behalf.{***}
dlga_lady_quest_duel_for_lady:lady_quest_duel_for_lady_2|Tell me what the problem is, and I can make my own decision.{***}
dlga_lady_quest_duel_for_lady_2:lady_quest_duel_for_lady_3|Very well, as you wish it...My {reg1?wife:husband} has made certain enemies in {reg1?her:his} life, {playername}. One of the most insidious is {s13}.{reg0?She:He} is going around making terrible accusations against me, impugning my honour at every turn!Because {reg0?she:he} cannot harm my {reg1?wife:husband} directly, {reg0?she:he} is using me as a target to try and stain our name.You should hear the awful things {reg0?she:he}'s said! I only wish there was someone brave enough to make {reg0?her:him} recant {reg0?her:his} slander,but {s13} is a very fine swordsman, and {reg0?she:he}'s widely feared...{***}
dlga_lady_quest_duel_for_lady_3:lady_quest_duel_for_lady_3_accepted|I fear {reg0?her:him} not, {s65}. I will make {reg0?her:him} take back {reg0?her:his} lies.{***}
dlga_lady_quest_duel_for_lady_3_accepted:close_window|Oh! I can't ask that of you, {playername}, but...I would be forever indebted to you, and you are so sure. It would mean so much if you would defend my honour.Thank you a thousand times, all my prayers and my favour go with you.{***}
dlga_lady_quest_duel_for_lady_3:lady_quest_duel_for_lady_3_rejected|If {reg0?she:he}'s that dangerous, perhaps maybe it would be better to ignore {reg0?her:him}...{***}
dlga_lady_quest_duel_for_lady_3_rejected:close_window|Oh... Perhaps you're right, {playername}.I should let go of these silly childhood ideas of chivalry and courage. {Men/People} are not like that,not anymore. Good day to you.{***}
dlga_lady_ask_for_quest:lady_pretalk.1|No, {playername}, I've no need for a champion right now.{***}
dlga_lady_talk:lady_restore_relation|I want to improve my relation with a noble. Can you help me?{***}
dlga_lady_restore_relation:lady_pretalk|{playername}, I don't know you well enough to act on your behalf. I am sorry.{***}
dlga_lady_restore_relation:lady_restore_relation_2|Hmm. I guess you got on the wrong side of somebody. Very well, who do you want to restore your relation with?{***}
dlga_lady_restore_relation_2:lady_restore_relation_2b|{s1}{***}
dlga_lady_restore_relation_2b:lady_restore_relation_3|Well I can try to help you there.I am sure a few expensive gifts will make {s10} look at you more favorably.{***}
dlga_lady_restore_relation_3:lady_restore_relation_4|You can improve your relation with {s10} by sending {reg4?her:him} a gift worth {reg10} piastres.But if you can afford spending {reg11} piastres on the gift, it would make a good impression on {reg4?her:him}.And if you can go up to {reg12} piastres, that would really help smooth things out.{***}
dlga_lady_restore_relation_4:lady_restore_relation_5|I think a gift of {reg10} piastres will do.{***}
dlga_lady_restore_relation_5:lady_restore_relation_6|Excellent. Then I'll choose an appropriate gift for you and send it to {s10} with your compliments.I am sure {reg4?she:he} will appreciate the gesture.{***}
dlga_lady_restore_relation_6:lady_pretalk|Thank you for your help, madame.{***}
dlga_lady_restore_relation_4:lady_restore_relation_5.1|Maybe I can afford {reg11} piastres.{***}
dlga_lady_restore_relation_4:lady_restore_relation_5.2|In that case, I am ready to spend {reg12} piastres.{***}
dlga_lady_restore_relation_4:lady_restore_relation_cant_afford|I don't think I can afford a gift at the moment.{***}
dlga_lady_restore_relation_cant_afford:lady_pretalk|I am afraid, I can't be of much help in that case, {playername}. I am sorry.{***}
dlga_lady_restore_relation_2:lady_pretalk|Nevermind. I get along with everyone well enough.{***}
dlga_lady_talk:lady_leave|I must beg my leave.{***}
dlga_lady_leave:close_window|{s12}{***}
dlga_lord_talk_ask_location_3:lord_pretalk|{s1}{***}
dlga_lord_talk_ask_location_2:lady_pretalk|Nevermind.{***}
dlga_lord_talk_ask_location_2:lord_pretalk|Nevermind.{***}
dlga_lord_talk_ask_something_2:lord_tell_objective|What are you doing at the moment?{***}
dlga_lord_tell_objective:lord_pretalk|What am I doing? What does it look like I'm doing, enjoying the vistas?! I'm a bloody prisoner in here!{***}
dlga_lord_tell_objective:lord_pretalk.1|I am not commanding any {reg65?soldiers:men} at the moment.{***}
dlga_lord_tell_objective:lord_pretalk.2|We are resting at {s1}. {s14}{s15}{***}
dlga_lord_tell_objective:lord_pretalk.3|We are travelling to {s1}. {s14}{s15}{***}
dlga_lord_tell_objective_2:lord_pretalk|I am heading to the vicinity of {s1}. {s14}{s15}{***}
dlga_lord_tell_objective:lord_pretalk.4|We are recruiting new soldiers from {s1}. {s14}{s15}{***}
dlga_lord_tell_objective:lord_pretalk.5|We are scouting for the enemy around {s1}. {s14}{s15}{***}
dlga_lord_tell_objective:lord_pretalk.6|We are laying waste to the village of {s1}. {s14}{s15}{***}
dlga_lord_tell_objective:lord_pretalk.7|We are retreating to {s1}. {s14}{s15}{***}
dlga_lord_tell_objective:lord_pretalk.8|We are besieging {s1}. {s14}{s15}{***}
dlga_lord_tell_objective:lord_pretalk.9|We are fighting against {s1}. {s14}{s15}{***}
dlga_lord_tell_objective:lord_pretalk.10|I am screening {s1}'s advance. {s14}{s15}{***}
dlga_lord_tell_objective:lord_pretalk.11|We are accompanying {s1}. {s14}{s15}{***}
dlga_lord_tell_objective:lord_talk_ask_about_strategy|I am leading the army of the realm.{***}
dlga_lord_talk_ask_about_strategy:lord_pretalk|You should decide that, as you are the admiral.{***}
dlga_lord_talk_ask_about_strategy:lord_strategy_follow_evaluation|{s7} {s9} {s14}{***}
dlga_lord_strategy_follow_evaluation:lord_talk_ask_something_2|Have you any other questions?{***}
dlga_lord_talk_ask_something_2:lord_talk_ask_about_strategy|What is the realm doing?{***}
dlga_lord_talk_ask_something_2:lord_talk_ask_about_war|How goes your fighting?{***}
dlga_lord_talk_ask_about_war:lord_talk_ask_about_war_2|{s12}{***}
dlga_lord_talk_ask_about_war_2:lord_talk_ask_about_war_details|And what news of the war with {s1}?{***}
dlga_lord_talk_ask_about_war_details:lord_talk_ask_about_war_2|{s9}.{***}
dlga_lord_talk_ask_about_war_2:lord_pretalk|That's all I wanted to know. Thank you.{***}
dlga_lord_talk_ask_something_2:lord_marriage_permission|{s19}{***}
dlga_lord_marriage_permission:lord_pretalk|Great heaven, man -- if I haven't given you permission to see her, do you think I'm going to give you permission to marry her?{***}
dlga_lord_marriage_permission:lord_pretalk.1|It is not my way to push my {s11} to marry against her will or her better judgment{***}
dlga_lord_marriage_permission:lord_pretalk.2|Sorry, lad -- I'm not going to make my {s11} marry you, when I'd rather see her married to {s12}{***}
dlga_lord_marriage_permission:lord_marriage_permission_endowment|Splendid news, my young man -- I shall be proud to have you in our family. Now, let us talk the terms of the marriage. As per our custom, the two of us must make sure that {s11} has sufficient finances to support herself, in the event of any unforeseen circumstances..{***}
dlga_lord_marriage_permission_endowment:lord_marriage_permission_endowment_answer|I would say that, taking into consideration the prestige of our two houses, that you can provide a dower of {reg3} piastres, while I will supply a dowry of {reg4} piastres. This shall be her ladyship's property, as a security, lest for any reason you are unable to provide for her. What say you to that?{***}
dlga_lord_marriage_permission_endowment_answer:lord_marriage_permission_engagement_date|Very well -- so let it be.{***}
dlga_lord_marriage_permission_engagement_date:close_window|Splendid! You two may now consider yourselves offically betrothed. Very well -- I shall plan to hold a great ball in {s24}, as soon as circumstances permit. We will be sure to notify you when the day comes.{***}
dlga_lord_marriage_permission_engagement_date:close_window.1|Unfortunately, there is one final complication -- there is no safe place to hold the wedding. Let us hold off on finalizing this, for the time being.{***}
dlga_lord_marriage_permission_endowment_answer:lord_marriage_permission_endowment_answer_delay|I cannot afford that right now.{***}
dlga_lord_marriage_permission_endowment_answer_delay:lord_pretalk|No matter -- take the time you need to raise the money. I want her ladyship to be well looked after.{***}
dlga_lord_marriage_permission_endowment_answer_delay:lord_pretalk.1|That is a shame, but I would be remiss in my duty if I allowed her ladyship to face an uncertain future.{***}
dlga_lord_marriage_permission_endowment_answer:lord_marriage_permission_endowment_answer_no|That is too much to pay.{***}
dlga_lord_marriage_permission_endowment_answer_no:close_window|Well. I cannot in all decency allow my daughter to marry without some security, can I? Let me know if you change your mind.{***}
