qstr__plantation_horse_ba|养马场
qstr_{s12}_and_{s11}|{s12} and {s11}{***}
qstr_You_can_find_book_me|You can find book merchants at {s11}.{***}
qstr_{s12}_{s11}|{s12}, {s11}{***}
qstr_You_can_find_ransom_|You can find ransom brokers at {s11}.{***}
qstr_A_villager_from_{s7}|A villager from {s7} begged you to relieve their village from the outlaws that captured it.{***}
qstr_You_chose_well_{s0}.|You chose well, {s0}. My {reg65?companions:lads} know how to keep their word and earn their pay.{***}
qstr_Well_done_{s0}._As_l|Well done, {s0}. As long as silver and wine are flowing, there's no foe you need to fear.{***}
qstr_We_are_at_your_servi|We are at your service, {s0}. Point us in the general direction of those you want dead, and we'll do the rest.{***}
qstr_The_guildmaster_of_{|The guildmaster of {s13} has asked you to deal with marauders in the surrounding countryside.{***}
qstr_{s9}_of_{s3}_asked_y|{s9} of {s3} asked you to bring {reg5} units of {s6} to the tavern in {s4} in 7 days.{***}
qstr_Escort_the_merchant_|Escort the merchant caravan to the town of {s8}.{***}
qstr_Merchant_{s9}_of_{s4|Merchant {s9} of {s4} asked you to hunt down the gang of pirates hiding in the vicinity of the town.{***}
qstr_Guildmaster_of_{s4}_|Guildmaster of {s4} gave you {reg12} piastres to ransom his lover kidnapped by the outlaws. You have to meet the kidnappers near {s3} in 15 days. After that, you must deliver the woman back to {s4}.{***}
qstr_Guildmaster_of_{s4}_p|Guildmaster of {s4} promised you {reg12} piastres if you can ensure that {s12} and {s13} no longer block a truce between {s15} and {s14}. You must either persuade them to reconcile, or make sure they end up prisoners and stay that way until the peace is reached.{***}
qstr_The_guildmaster_of_{s|The guildmaster of {s14} has asked you to deal with a gang terrorising the streets of {s14}. They only attack lone travellers, and are active in the nighttime.{***}
qstr_The_guildmaster_of_{s1|The guildmaster of {s10} asked you to drive a cattle herd to {s13} in 30 days time. Your payment will be {reg8} piastres.{***}
qstr_The_elder_of_the_vil|The elder of the village of {s3} asked you to bring them {reg5} sacks of grain.{***}
qstr_The_elder_of_the_vill|The elder of the village of {s13} asked you to train {reg5} peasants to fight against local outlaws.{***}
qstr_The_elder_of_the_villa|The elder of the village of {s3} asked you to bring them {reg5} heads of cattle.{***}
qstr_He_is_not_commanding|He is not commanding any men at the moment.{***}
qstr_He_leads_{reg0}_men{|He leads {reg0} men{reg1?, of which around {reg1} are wounded:}.{***}
qstr_Well_well_look_what_|Well, well, look what the cat dragged in. How about you lower those weapons of yours and kindly share everything you've got?{***}
qstr_What_a_fortunate_enc|What a fortunate encounter. A nice {fellow/woman} like you shouldn't be traversing these dangerous places almost defenseless. Luckily, we are here to ensure nothing bad would happen to you. For a small contribution, of course.{***}
qstr_Now_now._Passing_thr|Now, now. Passing through this here place ain't free. You'd better pay up, mate, if you wouldn't like to sleep with the fishes tonight.{***}
qstr_Hey_I_prayed_to_the_|Hey, I prayed to the Lord to provide us with sustenance, and here it is! Time to lighten up on your silver, friend.{***}
qstr_Oh?_You_want_to_play|Oh? You want to play it rough? Fine by me!{***}
qstr_Shut_up_and_die!|Shut up and die!{***}
qstr_You_will_suffer_you_|You will suffer, you will all suffer!{***}
qstr_Why_don_t_you_fall_o|Why don't you fall on your sword and save me the troubles?{***}
qstr_your_lordship|your lordship{***}
qstr_Hi_there!|Hi there!{***}
qstr_Thx_for_comming_back|Thx for comming back.{***}
qstr_It_s_time_to_get_mar|It's time to get marryed! You need to have 10000 piastres to organize everything.{***}
qstr_{s0}_wants_to_marry_|{s0} wants to marry you{***}
qstr_You_are_now_married|You are now married{***}
qstr_player_force_=_{reg0|player force = {reg0}{***}
qstr_enemy_force_=_{reg0}|enemy force = {reg0}{***}
qstr_Jorge_spoke_at_lengt|Jorge spoke at length about some fellow called Ponce de Leon and his quest for immortality, but was skeptical about letting me aboard. In the end, he suggested me to visit one McGonagall the Weaver, a warrior poet residing in the city of {s3}. Once I prove myself to that man, Jorge promises to contact me again.{***}
qstr_Your_leader_is_not_e|Your leader is not even a ruler, and I shall join you?{***}
qstr_{s40}_I_would_never_|{s40} I would never join someone who doesn't govern a town.{***}
qstr_{s40}_I_know_too_lit|{s40} I know too little about your leader.{***}
qstr_{s40}_I_found_your_m|{s40} I found your messenger unconvincing.{***}
qstr_{s40}_Next_time_I_wo|{s40} Next time I would prefer to talk to someone who doesn't act like a moron.{***}
qstr_{s40}_Next_time_I_wou|{s40} Next time I would prefer to talk to someone more versed in courtly manners.{***}
qstr_{s40}_I_rather_stay_|{s40} I rather stay with my current ruler.{***}
qstr_{s31}_{s32}_{s34}|{s31} {s32} {s34}{***}
qstr_{playername}_do_you_|{playername}, do you remember the beginnings of our struggle? Hardly a man dared to raise his voice in the support of our cause. Fewer still were those willing risk their life and join us against the usurper. But you, you didn't hesitate for a moment when it came to challenging my enemies. Many a hardship we have gone through, many setbacks have put me on the brink of losing all hope. And yet, with God's help, we prevailed! It is now time for me to leave your company and take what's rightfully mine. From now on, I will carry out the great responsibility of ruling the domains of {s3}. There still lie many challanges ahead and I count on your help in overcoming those. And of course, you will always remain as the greatest noble of my colonies.{***}
qstr_Mister_McGonagall_ha|Mister McGonagall has convinced me to take part in another attack on the slavers' business. Their lair is located near the town of Bluefields in Honduras. Might as well head there...{***}
qstr_I_have_successfully_|I have successfully completed McGonagall's tasks. I wonder when Jorge is going to contact me again?{***}
qstr_Another_strange_meet|Another strange meeting with Francois. Are these people tracking me around or what? He, along with one Zendar Van der Graaf, has suggested me to start a trading house by purchasing some mine or plantation in one of the colonies. At least I got ten thousand piasters richer off that...{***}
qstr_Van_der_Graaf_has_le|Van der Graaf has left me, running off on some fool's errand for Francois. Will they leave me alone now, for chrissakes?{***}
qstr_Yet_another_visit_fr|Yet another visit from Francois, this time offering me to quit my business and go looking for the cache of captain Flint in Panama, around Portobelo. No rest for the wicked...{***}
qstr__Disciples_Twelve_sh|'Disciples Twelve shall hold the key to life and immortality. Seek them out and tread their way, then you shall find the Holy Grail.' Somehow this bullshit must be connected to the Fountain of Youth, according to Francois. Yet it's up to me to figure out how, exactly. 'Ask the captains' my ass, what else, find him the Spear of Destiny?{***}
qstr_Francois_positively_|Francois positively seems to be my personal haunt. This time he brings sad news along - young Van der Graaf has perished by the hand of natives somewhere in Brazil. Which makes me the sole proprietor of our assets. That's something, at least.{***}
qstr_Francois_positively_s|Francois positively seems to be my personal haunt. This time he brings sad news along - young Van der Graaf has perished by the hand of natives somewhere in Brazil. This shall not stand! I am going to visit the place of Van der Graaf's last stand, and personally mete out justice to the bloody cannibals who got him! Francois says, it is not far from Pomeroon.{***}
qstr_Jorge_has_finally_co|Jorge has finally contacted me again. To my disappointment, there was nothing he could add beyond repeating the 'twelve disciples' crap. For two rivals, he and Francois sound awfully same. Fine, maybe one of the captains will actually make more sense than these two combined...{***}
